,Brand Name,Specific Bar Origin,REF,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Bean Origin
939,La Maison du Chocolat,Cuana,230,2008,74%,France,3.5,Blend,"Ven., Indonesia, Ecuad."
940,La Oroquidea,Peruvian Amazon,721,2011,72%,Peru,2.5,Criollo,Peru
941,La Pepa de Oro,Vinces,713,2011,60%,Ecuador,3.25,Forastero (Arriba),Ecuador
942,Laia aka Chat-Noir, Batch 59/100,1590,2015,75%,France,2.75,Trinitario,Madagascar
943,Laia aka Chat-Noir, Batch 50/100,1590,2015,75%,France,2.75,Trinitario,Vietnam
944,Laia aka Chat-Noir, Batch 59/100,1590,2015,75%,France,3.0,Trinitario,Cuba
945,Laia aka Chat-Noir, Batch 51/100,1590,2015,75%,France,3.25,Criollo,Peru
946,Laia aka Chat-Noir, Batch 56/100,1594,2015,75%,France,3.0,Trinitario,Ivory Coast
947,Laia aka Chat-Noir, Batch 151,1638,2015,75%,France,3.5,Forastero,Sao Tome
948,Laia aka Chat-Noir,Bahia,1642,2015,75%,France,3.25,Trinitario,Brazil
949,Laia aka Chat-Noir,Lam Dong,1642,2015,75%,France,3.75,Trinitario,Vietnam
950,Laia aka Chat-Noir,Cuba,1434,2014,70%,France,2.75,Trinitario,Cuba
951,Laia aka Chat-Noir,Trinidad,1438,2014,68%,France,2.75,Trinitario,Trinidad
952,Lajedo do Ouro,Catongo,927,2012,70%,Brazil,3.5,Forastero (Catongo),Brazil
953,Lake Champlain,Tanzania,327,2009,75%,U.S.A.,2.5,Trinitario,Tanzania
954,L'Amourette,Rugoso,1784,2016,80%,U.S.A.,3.5,Trinitario,Nicaragua
955,L'Amourette,Carenero Superior,833,2012,75%,U.S.A.,3.0,Trinitario,Venezuela
956,L'Amourette,Rio Caribe,833,2012,75%,U.S.A.,3.0,Trinitario,Venezuela
957,L'Amourette,Blend,853,2012,72%,U.S.A.,3.0,Criollo,"Peru, Ecuador, Venezuela"
958,Letterpress,La Masica,1952,2017,70%,U.S.A.,3.5,Trinitario,Honduras
959,Letterpress,Maya Mtn,1952,2017,70%,U.S.A.,3.25,Trinitario,Belize
960,Letterpress,Liberia,1728,2016,70%,U.S.A.,3.25,Trinitario,Liberia
961,Letterpress,Beniamo,1562,2015,70%,U.S.A.,3.25,Criollo,Bolivia
962,Letterpress,San Juan Estate,1562,2015,70%,U.S.A.,3.5,Trinitario,Trinidad
963,Letterpress,San Andres,1566,2015,70%,U.S.A.,3.0,Trinitario,Costa Rica
964,Letterpress,La Red,1566,2015,70%,U.S.A.,3.25,Trinitario,Dominican Republic
965,Letterpress,Kokoa Kamili,1566,2015,70%,U.S.A.,3.5,Trinitario,Tanzania
966,Letterpress,Maranura,1371,2014,70%,U.S.A.,3.5,Nacional,Peru
967,Levy,Sambirano,1231,2014,71%,Finland,3.5,Criollo,Madagascar
968,Lilla,Madagascar,1856,2016,70%,Finland,3.0,Trinitario,Madagascar
969,Lillie Belle,Perfect Illusion,855,2012,65%,U.S.A.,3.5,Criollo,Peru
970,Lillie Belle, Wild Thing,903,2012,68%,U.S.A.,3.5,Criollo,Bolivia
971,Lillie Belle,La Selva,903,2012,68%,U.S.A.,3.75,Criollo,Peru
972,Lillie Belle,Purple Haze,947,2012,75%,U.S.A.,2.75,Trinitario,"Venezuela, Dom. Rep."
973,Lillie Belle,The Other One,947,2012,74%,U.S.A.,3.0,Trinitario,Dominican Republic
974,Lillie Belle,Wild Thing,947,2012,68%,U.S.A.,3.5,Criollo,Bolivia
976,Loiza,Puerto Rico,1049,2013,65%,Puerto Rico,2.5,Trinitario,Puerto Rico
977,Lonohana,Haleiwa,1383,2014,70%,U.S.A.,3.75,Trinitario,Hawaii
978,Lonohana,Haleiwa E,1395,2014,65%,U.S.A.,3.25,Trinitario,Hawaii
979,Lonohana,Haleiwa E,1395,2014,75%,U.S.A.,3.75,Trinitario,Hawaii
980,Lonohana,Opaeula Estate,1093,2013,71%,U.S.A.,3.0,Trinitario,Hawaii
981,Lonohana,Opaeula Estate,1097,2013,72%,U.S.A.,3.0,Trinitario,Hawaii
982,Lonohana,Hawaiian Crown,1097,2013,70%,U.S.A.,3.5,Trinitario,Hawaii
983,Love Bar,Nicaragua,1502,2015,75%,U.S.A.,2.0,Trinitario,Nicaragua
984,Luker,Selva,552,2010,46%,Colombia,2.75,Trinitario,"Colombia, Ecuador"
985,Luker,Macondo,552,2010,60%,Colombia,3.0,Trinitario,"Colombia, Ecuador"
986,Luker,Misterio,552,2010,58%,Colombia,3.0,Trinitario,"Colombia, Ecuador"
987,Luker,Santander,552,2010,65%,Colombia,3.5,Trinitario,Colombia
988,Machu Picchu Trading Co.,Peru,721,2011,70%,Peru,1.5,Criollo,Peru
989,Machu Picchu Trading Co.,Peru,552,2010,55%,Peru,2.25,Criollo,Peru
990,Madecasse,Madagascar,284,2008,67%,Madagascar,3.5,Trinitario,Madagascar
991,Madecasse,Madagascar,284,2008,70%,Madagascar,3.75,Trinitario,Madagascar
992,Madecasse,Madagascar,284,2008,63%,Madagascar,4.0,Trinitario,Madagascar
993,Madecasse,Madagascar,288,2008,75%,Madagascar,3.5,Trinitario,Madagascar
994,Madre,Guadalcanal,1940,2017,73%,U.S.A.,3.5,Trinitario,Solomon Islands
995,Madre,Puerto Rico,1085,2013,70%,U.S.A.,2.75,Trinitario,Puerto Rico
996,Madre,Brazil,1085,2013,70%,U.S.A.,3.5,Trinitario,Brazil
997,Madre,Choobua,1089,2013,70%,U.S.A.,2.75,Trinitario,Hawaii
998,Madre,Xocunusco,1089,2013,70%,U.S.A.,2.75,Criollo,Mexico
999,Madre,Hamakua Coast,991,2012,70%,U.S.A.,3.25,Trinitario,Hawaii
1000,Madre,Criollo,995,2012,70%,U.S.A.,3.25,Criollo,Hawaii
1001,Madre,Kaua'i,995,2012,70%,U.S.A.,3.5,Trinitario,Hawaii
1002,Madre,Dominican,672,2011,70%,U.S.A.,2.5,Trinitario,Dominican Republic
1003,Madre,Upala,693,2011,70%,U.S.A.,2.75,Trinitario,Costa Rica
1004,Madre,Chiapas,607,2010,72%,U.S.A.,2.75,Criollo,Mexico
1005,Maglio,Africa,300,2008,75%,Italy,2.0,Trinitario,Tanzania
1006,Maglio,Ecuador,308,2008,70%,Italy,3.0,Nacional,Ecuador
1007,Maglio,Cuba,308,2008,70%,Italy,3.25,Criollo,Cuba
1008,Maglio,Santo Domingo,308,2008,70%,Italy,3.75,"Trinitario, Criollo",Dominican Republic
1009,Majani,Ecuador,531,2010,70%,Italy,2.0,Forastero (Arriba),Ecuador
1010,Malagasy,Sambirano 2006,184,2007,75%,Madagascar,2.75,Trinitario,Madagascar
1011,Malagasy,Mora Mora 2006,184,2007,73%,Madagascar,3.5,Trinitario,Madagascar
1012,Malagos,Davao,1121,2013,65%,Philippines,3.5,Trinitario,Philippines
1013,Malie Kai,O'ahu,502,2010,55%,U.S.A.,3.5,Blend,Hawaii
1014,Malie Kai,O'ahu,311,2009,55%,U.S.A.,2.75,Blend,Hawaii
1015,Malmo,Chuao,1856,2016,70%,Sweden,3.0,Trinitario,Venezuela
1016,Mana,Ecuador,1446,2015,74%,U.S.A.,2.5,Forastero (Arriba),Ecuador
1017,Mana,Peru,1219,2014,74%,U.S.A.,2.5,Criollo,Peru
1018,Mana,Venezuela,1219,2014,74%,U.S.A.,2.75,Criollo,Venezuela
1019,Mana,Conacado,821,2012,74%,U.S.A.,3.75,Trinitario,Dominican Republic
1020,Manifesto Cacao,Colombia,1331,2014,70%,Colombia,2.75,Trinitario,Colombia
1021,Manoa,Markham Valley,1522,2015,72%,U.S.A.,3.5,Trinitario,Papua New Guinea
1022,Manoa,Coto Brus,1522,2015,72%,U.S.A.,3.75,Trinitario,Costa Rica
1023,Manoa,Waiahole,1089,2013,72%,U.S.A.,3.75,Trinitario,Hawaii
1024,Manoa, #174,1003,2012,72%,U.S.A.,3.25,Trinitario,Liberia
1025,Manoa,Hamakua,1007,2012,72%,U.S.A.,2.75,Trinitario,Hawaii
1026,Manoa,Piura,1007,2012,72%,U.S.A.,3.0,Criollo,Peru
1027,Manoa,Oahu,1007,2012,72%,U.S.A.,3.25,Trinitario,Hawaii
1028,Manufaktura Czekolady,Johe,1844,2016,70%,Poland,3.75,Trinitario,Nicaragua
1029,Manufaktura Czekolady,Peru,1848,2016,70%,Poland,3.5,Criollo,Peru
1030,Manufaktura Czekolady,Porcelana,1255,2014,70%,Poland,3.75,Criollo,Venezuela
1031,Manufaktura Czekolady,Kolumbia,1279,2014,85%,Poland,3.5,Trinitario,Colombia
1032,Manufaktura Czekolady,Grand Cru Dominican Republic,871,2012,70%,Poland,3.25,Trinitario,Dominican Republic
1033,Manufaktura Czekolady,Grand Cru Ghana,871,2012,70%,Poland,3.5,Forastero,Ghana
1034,Manufaktura Czekolady,Grand Cru Ecuador,875,2012,70%,Poland,3.25,Forastero (Arriba),Ecuador
1035,Map Chocolate,Ben Tre,1896,2016,75%,U.S.A.,3.25,Trinitario,Vietnam
1036,Map Chocolate,ROIG,1474,2015,70%,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic
1037,Map Chocolate,Maranon,1474,2015,62%,U.S.A.,3.5,Nacional,Peru
1038,Map Chocolate,Ecuador,1478,2015,70%,U.S.A.,3.5,Trinitario,Ecuador
1039,Map Chocolate,San Juan Estate,1606,2015,70%,U.S.A.,2.75,Trinitario,Trinidad
1040,Map Chocolate,A case of the Xerces Blues,1606,2015,70%,U.S.A.,3.5,Trinitario,Nicaragua
1041,Map Chocolate,Tumbes,1606,2015,68%,U.S.A.,3.5,Criollo,Peru
1042,Map Chocolate,Colombia,1610,2015,75%,U.S.A.,2.75,Trinitario,Colombia
1043,Map Chocolate,Kakoa Kamili,1610,2015,72%,U.S.A.,3.0,Trinitario,Tanzania
1044,Map Chocolate,Le Chocolat Chaud,1634,2015,78%,U.S.A.,3.5,Trinitario,Honduras
1045,Marana,Piura,1872,2016,70%,Peru,3.0,Criollo,Peru
1046,Marana,Cusco,1884,2016,70%,Peru,2.75,Criollo,Peru
1047,Marana,San Martin,1884,2016,70%,Peru,3.0,Criollo,Peru
1049,Marou,Tan Phu Dong Island,1650,2015,85%,Vietnam,3.25,Trinitario,Vietnam
1050,Marou,Ben Tre,1650,2015,68%,Vietnam,3.5,Trinitario,Vietnam
1051,Marou,Dak Lak,1650,2015,70%,Vietnam,3.75,Trinitario,Vietnam
1052,Marou,Tan Phu Dong,1149,2013,75%,Vietnam,3.5,Trinitario,Vietnam
1053,Marou,Ba Ria,845,2012,76%,Vietnam,3.5,Trinitario,Vietnam
1054,Marou,Dong Nai,845,2012,72%,Vietnam,3.5,Trinitario,Vietnam
1055,Marou,Tien Giang,845,2012,70%,Vietnam,3.5,Trinitario,Vietnam
1056,Marou,Ben Tre,849,2012,78%,Vietnam,3.5,Trinitario,Vietnam
1057,Marou,Tien Giang,895,2012,80%,Vietnam,3.0,Trinitario,Vietnam
1058,Marou,Lam Dong,955,2012,74%,Vietnam,3.5,Trinitario,Vietnam
1059,Mars,Matina 1-6,537,2010,65%,U.S.A.,3.0,Trinitario,Costa Rica
1060,Mars,Ivory Coast,544,2010,65%,U.S.A.,3.0,Trinitario,Ivory Coast
1061,Mars,Nigeria,544,2010,65%,U.S.A.,3.25,Trinitario,Nigeria
1062,Mars, prototype,544,2010,65%,U.S.A.,3.5,Forastero,Ghana
1063,Marsatta,Dominican Republic,1189,2013,74%,U.S.A.,2.25,Trinitario,Dominican Republic
1064,Marsatta,Dominican Republic,1189,2013,89%,U.S.A.,2.5,Trinitario,Dominican Republic
1065,Martin Mayer,Alto Beni,1836,2016,76%,Austria,2.75,Criollo,Bolivia
1066,Martin Mayer,Pisa,1836,2016,82%,Austria,3.0,Trinitario,Haiti
1067,Martin Mayer,Tumaco,1836,2016,74%,Austria,3.25,Trinitario,Colombia
1068,Mast Brothers,Guatemala,1450,2015,76%,U.S.A.,3.0,Trinitario,Guatemala
1069,Mast Brothers,Tanzania,1450,2015,74%,U.S.A.,3.25,Trinitario,Tanzania
1070,Mast Brothers,French Laundry 20th Anniversary,1359,2014,75%,U.S.A.,3.75,Blend,"Peru, Belize"
1071,Mast Brothers,Shake Shack,959,2012,73%,U.S.A.,3.5,Blend,"Peru, Mad., Dom. Rep."
1072,Mast Brothers,Madagascar,999,2012,72%,U.S.A.,2.5,Trinitario,nan
1073,Mast Brothers,Chuao,999,2012,73%,U.S.A.,2.75,Trinitario,Venezuela
1075,Mast Brothers,Chuao,701,2011,76%,U.S.A.,3.0,Trinitario,Venezuela
1076,Mast Brothers,Chuao,709,2011,70%,U.S.A.,3.0,Trinitario,Venezuela
1077,Mast Brothers,Chuao,713,2011,81%,U.S.A.,2.75,Trinitario,Venezuela
1078,Mast Brothers,Moho River,773,2011,70%,U.S.A.,3.5,Trinitario,Belize
1079,Mast Brothers,Papua New Guinea,777,2011,71%,U.S.A.,2.75,Trinitario,Papua New Guinea
1080,Mast Brothers,San Martin,777,2011,75%,U.S.A.,3.0,Criollo,Peru
1081,Mast Brothers,Conacado,777,2011,73%,U.S.A.,3.25,Trinitario,Dominican Republic
1082,Mast Brothers,La Red de Guanconejo,777,2011,74%,U.S.A.,3.75,Trinitario,Dominican Republic
1083,Mast Brothers,Patanemo,572,2010,81%,U.S.A.,2.75,Criollo,Venezuela
1084,Mast Brothers,Ocumare de la Costa,572,2010,75%,U.S.A.,3.0,Criollo,Venezuela
1085,Mast Brothers, Coop,572,2010,70%,U.S.A.,3.25,Trinitario,Dominican Republic
1086,Matale,Malekula P.,1177,2013,72%,Australia,3.5,Trinitario,Vanuatu
1087,Matale,Somia,1177,2013,68%,Australia,4.0,Trinitario,Madagascar
1088,Matale,Kulili P.,1177,2013,74%,Australia,4.0,Trinitario,Papua New Guinea
1089,Matale,Blend,1181,2013,70%,Australia,3.75,Trinitario,"PNG, Vanuatu, Mad"
1090,Maverick,Maya Mountain,1367,2014,70%,U.S.A.,3.25,Trinitario,Belize
1091,Maverick,Elvesia,1367,2014,70%,U.S.A.,3.25,Trinitario,Dominican Republic
1092,Maverick,Tumbes,1430,2014,82%,U.S.A.,3.25,Criollo,Peru
1093,Maverick,Morropon,1430,2014,63%,U.S.A.,3.5,Criollo,Peru
1094,Mayacama,Hispaniola,1728,2016,72%,U.S.A.,3.0,Trinitario,Dominican Republic
1095,Meadowlands,Bolivia,1287,2014,70%,U.S.A.,2.5,Trinitario,Bolivia
1096,Meadowlands,Venezuela,1287,2014,70%,U.S.A.,2.75,Criollo,Venezuela
1097,Meadowlands,Belize,1287,2014,70%,U.S.A.,3.0,Trinitario,Belize
1098,Meadowlands, w/ inbs,1291,2014,70%,U.S.A.,3.0,Trinitario,Nicaragua
1099,Meadowlands,Dominican Republic,1291,2014,70%,U.S.A.,3.5,Trinitario,Dominican Republic
1100,Menakao,Madagascar,837,2012,80%,Madagascar,2.5,Trinitario,Madagascar
1101,Menakao,Madagascar,841,2012,72%,Madagascar,2.5,Trinitario,Madagascar
1102,Mesocacao,El Salvador,1494,2015,80%,Honduras,2.75,Trinitario,El Salvador
1103,Mesocacao,El Salvador,1494,2015,70%,Honduras,3.0,Trinitario,El Salvador
1104,Mesocacao,Honduras,1347,2014,80%,Honduras,3.25,Trinitario,Honduras
1105,Mesocacao,Honduras,1347,2014,70%,Honduras,3.5,Trinitario,Honduras
1106,Mesocacao,La Tronca,1351,2014,70%,Honduras,3.25,Trinitario,Nicaragua
1107,Mesocacao,La Tronca,1351,2014,80%,Honduras,3.5,Trinitario,Nicaragua
1108,Metiisto,Fazenda Sempre Firme P.,1267,2014,70%,Sweden,3.0,Trinitario,Brazil
1109,Metiisto,Akesson Estate,1267,2014,72%,Sweden,3.5,Trinitario,Madagascar
1110,Metropolitan,South America,1688,2015,70%,Amsterdam,3.5,Trinitario,South America
1111,Michel Cluizel,Chiapas,963,2012,66%,France,3.75,Trinitario,Mexico
1112,Michel Cluizel,Carenero Superior,117,2007,66%,France,3.5,Trinitario,Venezuela
1113,Michel Cluizel,Vila Gracinda,135,2007,67%,France,3.5,Forastero,Sao Tome
1116,Michel Cluizel,Tamarina,24,2006,70%,France,3.0,Forastero,Sao Tome
1117,Michel Cluizel,Los Ancones P.,24,2006,67%,France,4.0,Trinitario,Dominican Republic
1118,Michel Cluizel,Mangaro P.,24,2006,65%,France,4.0,Trinitario,Madagascar
1119,Michel Cluizel,Maralumi P.,24,2006,64%,France,4.0,Trinitario,Papua New Guinea
1121,Middlebury,Maya Mountain,1490,2015,80%,U.S.A.,3.5,Trinitario,Belize
1122,Middlebury,San Juan Estate,1490,2015,70%,U.S.A.,3.5,Trinitario,Trinidad
1123,Middlebury,Oko Caribe,1490,2015,75%,U.S.A.,3.75,Trinitario,Dominican Republic
1124,Middlebury,Patanemo,1490,2015,75%,U.S.A.,3.75,Criollo,Venezuela
1125,Middlebury,Kokoa Kamili,1538,2015,75%,U.S.A.,3.25,Trinitario,Tanzania
1126,Middlebury,Matagalpa,1538,2015,70%,U.S.A.,3.5,Trinitario,Nicaragua
1127,Middlebury,La Red,1117,2013,75%,U.S.A.,2.5,Trinitario,Dominican Republic
1128,Middlebury,Belize,1117,2013,80%,U.S.A.,3.25,Trinitario,Belize
1130,Middlebury,Alto Beni,887,2012,75%,U.S.A.,2.0,Criollo,Bolivia
1131,Middlebury,Balinese,887,2012,70%,U.S.A.,2.5,Criollo,Indonesia
1132,Millcreek Cacao Roasters,Ecuador,1073,2013,70%,U.S.A.,2.5,Nacional,Ecuador
1133,Millcreek Cacao Roasters,Ecuador,825,2012,70%,U.S.A.,3.5,Forastero (Arriba),Ecuador
1134,Mindo,Ecuador,607,2010,67%,U.S.A.,2.75,Forastero (Arriba),Ecuador
1135,Mindo,Ecuador,607,2010,77%,U.S.A.,2.75,Forastero (Arriba),Ecuador
1136,Minimal,Acul-du-Nord,1920,2016,70%,Japan,3.5,"Criollo, Trinitario",Haiti
1137,Mission,Fazenda Camboa,1880,2016,75%,Brazil,3.75,Trinitario,Brazil
1138,Mission,Bahia,1626,2015,70%,Brazil,3.5,Forastero (Parazinho),Brazil
1139,Mita,Tumaco,955,2012,65%,Colombia,2.5,Trinitario,Colombia
1140,Moho,Toledo District,1026,2013,73%,U.S.A.,3.25,Trinitario,Belize
1141,Moho,Toledo District,1030,2013,72%,U.S.A.,3.0,Trinitario,Belize
1142,Moho,Umoho R.,607,2010,67%,U.S.A.,2.75,Trinitario,Belize
1143,Molucca,La Red,1614,2015,70%,U.S.A.,3.0,Trinitario,Dominican Republic
1144,Molucca,Indonesia,1618,2015,70%,U.S.A.,2.75,Trinitario,Indonesia
1145,Molucca,Peru,1618,2015,70%,U.S.A.,3.25,Criollo,Peru
1146,Momotombo,Matagalpa,661,2011,70%,Nicaragua,2.75,Trinitario,Nicaragua
1147,Momotombo,Mombacho,661,2011,70%,Nicaragua,2.75,Trinitario,Nicaragua
1148,Momotombo,Oscuro,772,2011,70%,Nicaragua,3.25,Trinitario,Nicaragua
1149,Monarque,Oko Caribe,1812,2016,72%,Canada,3.5,Trinitario,Dominican Republic
1150,Monsieur Truffe,Papaua New Guinea,1391,2014,70%,Australia,3.25,Trinitario,Papua New Guinea
1151,Montecristi,Manabi,1654,2015,70%,Ecuador,3.25,Forastero (Arriba),Ecuador
1152,Montecristi,Manabi,1654,2015,63%,Ecuador,3.5,Forastero (Arriba),Ecuador
1153,Montecristi,Manabi,1658,2015,85%,Ecuador,3.5,Forastero (Arriba),Ecuador
1154,Muchomas,Nicaragua,1462,2015,70%,U.S.A.,3.5,Trinitario,Nicaragua
1155,Muchomas,Nicaragua,1462,2015,80%,U.S.A.,3.5,Trinitario,Nicaragua
1156,Mutari,Kokoa Kamili,1896,2016,68%,U.S.A.,2.75,Trinitario,Tanzania
1157,Mutari,Oko Caribe,1896,2016,71%,U.S.A.,2.75,Trinitario,Dominican Republic
1158,Mutari,Ambanja,1900,2016,68%,U.S.A.,2.75,Trinitario,Madagascar
1159,Mutari,Tien Giang,1900,2016,80%,U.S.A.,3.0,Trinitario,Vietnam
1160,Nahua, Oscuro,1049,2013,58%,Costa Rica,2.5,Trinitario,Costa Rica
1161,Nahua, Oscuro,1049,2013,70%,Costa Rica,3.0,Trinitario,Costa Rica
1162,Naive,Trinidad & Tobago,1046,2013,70%,Lithuania,3.75,Trinitario,"Trinidad, Tobago"
1163,Naive,Maranon Canyon,1133,2013,78%,Lithuania,3.75,Nacional,Peru
1164,Naive,Grenada,867,2012,71%,Lithuania,2.5,Trinitario,Grenada
1165,Na�ve,Nicaragua,1379,2014,70%,Lithuania,3.25,Criollo,Nicaragua
1166,Na�ve,Chuao,1399,2014,75%,Lithuania,2.75,Trinitario,Venezuela
1167,Na�ve,Barinas,1399,2014,70%,Lithuania,3.0,Criollo,Venezuela
1168,Nanea,Criollo Blend,1007,2013,85%,U.S.A.,3.5,Trinitario,Hawaii
1169,Nathan Miller,Peru,1403,2014,72%,U.S.A.,2.25,Criollo,Peru
1170,Nathan Miller,Hispaniola,1403,2014,70%,U.S.A.,2.5,Trinitario,Dominican Republic
1171,Nathan Miller,Madagascar,1403,2014,73.5%,U.S.A.,2.5,Trinitario,Madagascar
1172,Nathan Miller,Ghana,1403,2014,70%,U.S.A.,3.5,Forastero,Ghana
1173,Neuhaus,Papua New Guinea,531,2010,70%,Belgium,2.5,Criollo,Papua New Guinea
1174,Neuhaus,Manickchand Estate,230,2008,67%,Belgium,3.75,Trinitario,Trinidad
1176,Neuhaus,West Africa,15,2006,73%,Belgium,2.0,Forastero,West Africa
1177,Neuhaus,Sao Tome,15,2006,75%,Belgium,2.75,Forastero,Sao Tome
1178,Neuhaus,Ocumare,24,2006,71%,Belgium,3.0,Criollo,Venezuela
1179,Nibble,Patanemo,1526,2015,72%,U.S.A.,2.25,Criollo,Venezuela
1180,Nibble,Elvesia P.,1526,2015,72%,U.S.A.,2.75,Trinitario,Dominican Republic
1181,Nibble,Ambanja,1526,2015,72%,U.S.A.,3.0,Trinitario,Madagascar
1182,Nibble,Tumbes,1526,2015,72%,U.S.A.,3.0,Criollo,Peru
1183,Night Owl,Peru,1022,2013,75%,U.S.A.,2.75,Criollo,Peru
1184,Night Owl,Ecuador,1022,2013,75%,U.S.A.,3.5,Forastero (Arriba),Ecuador
1185,Noble Bean aka Jerjobo,Ghana,1295,2014,75%,U.S.A.,3.0,Forastero,Ghana
1186,Noble Bean aka Jerjobo,Moho Valley,1299,2014,75%,U.S.A.,3.0,Trinitario,Belize
1187,Noble Bean aka Jerjobo,Maranon Canyon,1299,2014,75%,U.S.A.,3.25,Nacional,Peru
1188,Noir d' Ebine,Venezuela,837,2012,70%,U.S.A.,3.0,Criollo,Venezuela
1189,Noir d' Ebine,Ecuador,841,2012,70%,U.S.A.,3.0,Forastero (Arriba),Ecuador
1190,Nova Monda,La Patriota,931,2012,70%,Nicaragua,3.0,Trinitario,Nicaragua
1191,Nova Monda,La Dalia,935,2012,75%,Niacragua,2.75,Trinitario,Nicaragua
1192,Nova Monda,Punta Galera,935,2012,80%,Nicaragua,3.25,Nacional,Ecuador
1193,Nuance, 2013,1454,2015,70%,U.S.A.,3.75,Forastero,Ghana
1194,Nuance, 2013,1458,2015,70%,U.S.A.,2.75,Trinitario,Ecuador
1195,Nuance,Canoabo,1458,2015,70%,U.S.A.,3.0,Criollo,Venezuela
1196,Nuance,Sambirano Valley,1458,2015,70%,U.S.A.,3.5,Trinitario,Madagascar
1197,Nuance,La Red,1470,2015,70%,U.S.A.,3.75,Trinitario,Dominican Republic
1198,Nugali,Fazenda Leolinda,1876,2016,70%,Brazil,3.5,Trinitario (Scavina),Brazil
1199,Oakland Chocolate Co.,Jamaica,478,2010,70%,U.S.A.,2.5,Trinitario,Jamaica
1200,Obolo,Pangoa,1638,2015,70%,Chile,3.75,Criollo,Peru
1201,Obolo,Pangoa,1638,2015,70%,Chile,3.75,Criollo,Peru
1202,Ocelot,Virunga,1558,2015,70%,Scotland,3.75,Forastero,Congo
1203,Ocelot,Piura,1558,2015,75%,Scotland,4.0,Criollo,Peru
1204,Ocho,Sang Yum Coop,1760,2016,100%,New Zealand,2.75,Trinitario,Samoa
1205,Ocho,Sang Yum Coop,1760,2016,70%,New Zealand,3.5,Trinitario,Samoa
1206,Ocho,PNG,1411,2014,66%,New Zealand,2.75,Trinitario,Papua New Guinea
1207,Ocho,PNG,1411,2014,70%,New Zealand,3.0,Trinitario,Papua New Guinea
1208,Ocho,PNG,1411,2014,88%,New Zealand,3.25,Trinitario,Papua New Guinea
1209,Ocho,PNG,1411,2014,74%,New Zealand,3.5,Trinitario,Papua New Guinea
1210,Ohiyo,San Juan Estate,1594,2015,70%,U.S.A.,2.75,Trinitario,Trinidad
1211,Ohiyo,Tanzania,1598,2015,70%,U.S.A.,3.0,Trinitario,Tanzania
1212,Oialla by Bojessen,Sylvestre,761,2011,70%,Germany,3.5,Criollo,Bolivia
1213,Olive and Sinclair,Dominican Republic prototype,486,2010,72%,U.S.A.,3.0,Trinitario,Dominican Republic
1214,Olive and Sinclair,Ghana prototype,486,2010,72%,U.S.A.,3.0,Forastero,Ghana
1215,Olive and Sinclair,Dark 67,457,2009,67%,U.S.A.,2.75,Trinitario,"Ghana, Domin. Rep"
1216,Olive and Sinclair,Dark 75,457,2009,75%,U.S.A.,3.0,Trinitario,"Ghana, Domin. Rep"
1217,Olivia,Carribean-Raw,688,2011,76%,Canada,2.0,Trinitario,Carribean
1218,Olivia,Carribean,688,2011,76%,Canada,2.75,Trinitario,Carribean
1219,Olivia,Carribean,688,2011,85%,Canada,2.75,Trinitario,Carribean
1220,Olivia,Carribean-Raw,688,2011,85%,Canada,3.0,Trinitario,Carribean
1221,Omanhene,Ghana,693,2011,80%,Ghana,2.75,Forastero,Ghana
1222,Omnom,Kakao Kamili,1816,2016,70%,Iceland,3.75,Trinitario,Tanzania
1223,Omnom,Papua New Guinea,1247,2014,70%,Iceland,3.0,Trinitario,Papua New Guinea
1224,Omnom,Madagascar,1247,2014,66%,Iceland,3.5,Trinitario,Madagascar
1225,organicfair,Maya Mountain,1161,2013,74%,Canada,2.75,Trinitario,Belize
1226,organicfair,La Red,1165,2013,72%,Canada,2.75,Trinitario,Dominican Republic
1227,organicfair,Nicaraqua,1165,2013,72%,Canada,2.75,Trinitario,Nicaragua
1228,organicfair,Caribe,1165,2013,72%,Canada,3.0,Trinitario,Dominican Republic
1229,organicfair,Mindo,1165,2013,72%,Canada,3.0,Trinitario,Ecuador
1230,Original Beans,Papua Kerafat,1438,2014,68%,Switzerland,2.75,Trinitario,Papua New Guinea
1232,Original Beans,Alto Beni,733,2011,66%,Switzerland,3.75,Criollo,Bolivia
1233,Original Beans,D.R. Congo,331,2009,70%,Switzerland,3.0,Forastero,Congo
1234,Original Beans,Piura,341,2009,75%,Switzerland,3.0,Criollo,Peru
1235,Original Beans,Alto Beni,341,2009,68%,Switzerland,3.25,Criollo,Bolivia
1236,Original Hawaiin Chocolate Factory,Hawai'i,316,2009,60%,U.S.A.,3.0,Criollo,Hawaii
1237,Original Hawaiin Chocolate Factory,Hawai'i,24,2006,60%,U.S.A.,3.0,Trinitario,Hawaii
1238,Orquidea,Peru,859,2012,65%,Peru,3.0,Criollo,Peru
1239,Orquidea,Peru,859,2012,72%,Peru,3.0,Criollo,Peru
1240,Pacari,Sierra Nevada,1848,2016,70%,Ecuador,4.0,Trinitario,Colombia
1241,Pacari,Garaua,1415,2014,70%,Ecuador,3.25,Forastero (Arriba),Ecuador
1242,Pacari,Cumbia,1415,2014,70%,Ecuador,3.5,Forastero (Arriba),Ecuador
1243,Pacari,Montubia,1415,2014,70%,Ecuador,3.75,Forastero (Arriba),Ecuador
